Unnamed: 0,consecutivo,Id,fecha,anio,mes,dia,dia_sem,rango_hora,mun,calle_1,calle_2,lon,lat,tipo_siniestro,condicion_usuario,tipo_usuario,ibaen_atro,sexo,rango_edad,consecuencia
7076,35448,2020-08-16-730605-SISCAV-18:00 A 19:59,2020-08-16,2020,Agosto,16,domingo,18:00 a 18:59,Guadalajara,Del Ejercito Calz,Medrano,-103.33235,20.667039,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,No especificado,No disponible,Lesionado
7077,35449,2020-08-16-730611-SISCAV-10:00 A 11:59,2020-08-16,2020,Agosto,16,domingo,11:00 a 11:59,Guadalajara,Medrano,Secundina Gallo,-103.30228,20.655927,Colision Con Objeto Fijo,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
7078,35450,2020-08-16-730611-SISCAV-10:00 A 11:59,2020-08-16,2020,Agosto,16,domingo,11:00 a 11:59,Guadalajara,Medrano,Secundina Gallo,-103.30228,20.655927,Colision Con Objeto Fijo,Peatón,Peaton,Automovil,Mujer,No disponible,Lesionado
7079,35451,2020-08-16-730612-SISCAV-14:00 A 15:59,2020-08-16,2020,Agosto,16,domingo,15:00 a 15:59,Zapopan,Carretera A Morelia,Vicente Guerrero Col Agua Blanca,-103.431088,20.60837,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,48-59,Ileso
7080,35452,2020-08-16-730612-SISCAV-14:00 A 15:59,2020-08-16,2020,Agosto,16,domingo,15:00 a 15:59,Zapopan,Carretera A Morelia,Vicente Guerrero Col Agua Blanca,-103.431088,20.60837,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,60+,Lesionado
7081,35453,2020-08-16-730612-SISCAV-14:00 A 15:59,2020-08-16,2020,Agosto,16,domingo,15:00 a 15:59,Zapopan,Carretera A Morelia,Vicente Guerrero Col Agua Blanca,-103.431088,20.60837,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,60+,Lesionado
7082,35454,2020-08-16-730612-SISCAV-14:00 A 15:59,2020-08-16,2020,Agosto,16,domingo,15:00 a 15:59,Zapopan,Carretera A Morelia,Vicente Guerrero Col Agua Blanca,-103.431088,20.60837,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
7083,35455,2020-08-16-730612-SISCAV-14:00 A 15:59,2020-08-16,2020,Agosto,16,domingo,15:00 a 15:59,Zapopan,Carretera A Morelia,Vicente Guerrero Col Agua Blanca,-103.431088,20.60837,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
7084,35456,2020-08-16-730619-SISCAV-06:00 A 07:59,2020-08-16,2020,Agosto,16,domingo,06:00 a 06:59,Guadalajara,Gigantes,Ricardo Palmerin,-103.29132,20.661579,Colision Con Objeto Fijo,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7085,35457,2020-08-16-730619-SISCAV-06:00 A 07:59,2020-08-16,2020,Agosto,16,domingo,06:00 a 06:59,Guadalajara,Gigantes,Ricardo Palmerin,-103.29132,20.661579,Colision Con Objeto Fijo,Pasajero,Motociclista,Motocicleta,Hombre,18-27,Fallecido
7086,35460,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,18-27,Ileso
7087,35461,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camion De Carga,Hombre,18-27,Ileso
7088,35462,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,28-37,Lesionado
7089,35463,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,28-37,Lesionado
7090,35464,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,0-17,Lesionado
7091,35465,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,0-17,Lesionado
7092,35466,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Mujer,0-17,Lesionado
7093,35467,2020-08-17-3775-EHGNR-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Periferico,Imperio,-103.336955,20.725501,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,Hombre,0-17,Lesionado
7094,35471,2020-08-17-730632-SISCAV-22:00 A 23:59,2020-08-17,2020,Agosto,17,lunes,23:00 a 23:59,Zapopan,Lazaro Cardenas Calz,San Ignacio Av,-103.404691,20.670784,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Lesionado
7095,35472,2020-08-17-730632-SISCAV-22:00 A 23:59,2020-08-17,2020,Agosto,17,lunes,23:00 a 23:59,Zapopan,Lazaro Cardenas Calz,San Ignacio Av,-103.404691,20.670784,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Hombre,60+,Lesionado
7096,35473,2020-08-17-730632-SISCAV-22:00 A 23:59,2020-08-17,2020,Agosto,17,lunes,23:00 a 23:59,Zapopan,Lazaro Cardenas Calz,San Ignacio Av,-103.404691,20.670784,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Mujer,18-27,Ileso
7097,35474,2020-08-17-730632-SISCAV-22:00 A 23:59,2020-08-17,2020,Agosto,17,lunes,23:00 a 23:59,Zapopan,Lazaro Cardenas Calz,San Ignacio Av,-103.404691,20.670784,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,48-59,Ileso
7098,35475,2020-08-17-730633-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,13:00 a 13:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.423449,20.720623,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Ileso
7099,35476,2020-08-17-730633-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,13:00 a 13:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.423449,20.720623,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,38-47,Lesionado
7100,35477,2020-08-17-730633-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,13:00 a 13:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.423449,20.720623,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,0-17,Lesionado
7101,35478,2020-08-17-730633-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,13:00 a 13:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.423449,20.720623,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Mujer,60+,Ileso
7102,35479,2020-08-17-730638-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Patria Av,Polvora,-103.36679,20.713299,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Lesionado
7103,35480,2020-08-17-730638-SISCAV-12:00 A 13:59,2020-08-17,2020,Agosto,17,lunes,12:00 a 12:59,Zapopan,Patria Av,Polvora,-103.36679,20.713299,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
7104,35481,2020-08-18-730651-SISCAV-16:00 A 17:59,2020-08-18,2020,Agosto,18,martes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Rotonda,-103.34509,20.638395,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,18-27,Ileso
7105,35482,2020-08-18-730651-SISCAV-16:00 A 17:59,2020-08-18,2020,Agosto,18,martes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Rotonda,-103.34509,20.638395,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camion De Carga,Hombre,28-37,Ileso
7106,35483,2020-08-18-730651-SISCAV-16:00 A 17:59,2020-08-18,2020,Agosto,18,martes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Rotonda,-103.34509,20.638395,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,No disponible,Ileso
7107,35484,2020-08-18-730651-SISCAV-16:00 A 17:59,2020-08-18,2020,Agosto,18,martes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Rotonda,-103.34509,20.638395,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Taxi,Mujer,60+,Lesionado
7111,35493,2020-08-20-730692-SISCAV-18:00 A 19:59,2020-08-20,2020,Agosto,20,jueves,19:00 a 19:59,Zapopan,Carretera A Saltillo,Agua Fria Col Mesa Colorada,-103.3461,20.74495,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,No disponible,Lesionado
7112,35494,2020-08-20-730692-SISCAV-18:00 A 19:59,2020-08-20,2020,Agosto,20,jueves,19:00 a 19:59,Zapopan,Carretera A Saltillo,Agua Fria Col Mesa Colorada,-103.3461,20.74495,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,18-27,Ileso
7113,35499,2020-08-20-730694-SISCAV-16:00 A 17:59,2020-08-20,2020,Agosto,20,jueves,17:00 a 17:59,Guadalajara,Jose Guadalupe Montenegro,Juan Ruiz De Alarcon,-103.3762,20.6687,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Mujer,60+,Ileso
7114,35500,2020-08-20-730694-SISCAV-16:00 A 17:59,2020-08-20,2020,Agosto,20,jueves,17:00 a 17:59,Guadalajara,Jose Guadalupe Montenegro,Juan Ruiz De Alarcon,-103.3762,20.6687,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Mujer,60+,Lesionado
7115,35501,2020-08-20-730698-SISCAV-20:00 A 21:59,2020-08-20,2020,Agosto,20,jueves,21:00 a 21:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.4234,20.72062,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
7116,35502,2020-08-20-730698-SISCAV-20:00 A 21:59,2020-08-20,2020,Agosto,20,jueves,21:00 a 21:59,Zapopan,Periferico,Juan Palomar Y Arias Av,-103.4234,20.72062,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,38-47,Fallecido
7117,35503,2020-08-21-3840-EHGNR-08:00 A 09:59,2020-08-21,2020,Agosto,21,viernes,09:00 a 09:59,Guadalajara,Lopez Mateos Av,Herrera Y Cairo,-103.3811,20.68388,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Mujer,18-27,Ileso
7118,35504,2020-08-21-3840-EHGNR-08:00 A 09:59,2020-08-21,2020,Agosto,21,viernes,09:00 a 09:59,Guadalajara,Lopez Mateos Av,Herrera Y Cairo,-103.3811,20.68388,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7119,35505,2020-08-21-3840-EHGNR-08:00 A 09:59,2020-08-21,2020,Agosto,21,viernes,09:00 a 09:59,Guadalajara,Lopez Mateos Av,Herrera Y Cairo,-103.3811,20.68388,Colision Entre Dos o Mas Vehiculos,Pasajero,Motociclista,Motocicleta,Mujer,No disponible,Lesionado
7123,35509,2020-08-22-3857-EHGNR-10:00 A 11:59,2020-08-22,2020,Agosto,22,sábado,10:00 a 10:59,Zapopan,Carretera A Tesistan,Arco Del Triunfo,-103.4108,20.73749,Colision Con Peaton/Atropellamiento,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Ileso
7124,35510,2020-08-22-3857-EHGNR-10:00 A 11:59,2020-08-22,2020,Agosto,22,sábado,10:00 a 10:59,Zapopan,Carretera A Tesistan,Arco Del Triunfo,-103.4108,20.73749,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Automovil,Mujer,No disponible,Lesionado
7125,35511,2020-08-22-3857-EHGNR-10:00 A 11:59,2020-08-22,2020,Agosto,22,sábado,10:00 a 10:59,Zapopan,Carretera A Tesistan,Arco Del Triunfo,-103.4108,20.73749,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Automovil,Hombre,0-17,Lesionado
7126,35512,2020-08-22-3862-EHGNR-22:00 A 23:59,2020-08-22,2020,Agosto,22,sábado,23:00 a 23:59,Zapopan,Periferico,Naciones Unidas Av,-103.4515,20.70343,Colision Con Peaton/Atropellamiento,Conductor,Sin datos,Sin datos,No especificado,No disponible,Ileso
7127,35513,2020-08-22-3862-EHGNR-22:00 A 23:59,2020-08-22,2020,Agosto,22,sábado,23:00 a 23:59,Zapopan,Periferico,Naciones Unidas Av,-103.4515,20.70343,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Sin datos,Hombre,18-27,Fallecido
7128,35518,2020-08-23-730730-SISCAV-00:00 A 01:59,2020-08-23,2020,Agosto,23,domingo,00:00 a 00:59,Guadalajara,Andres Balvaneda,Bartolome Frias,-103.3598,20.62738,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,48-59,Ileso
7129,35519,2020-08-23-730730-SISCAV-00:00 A 01:59,2020-08-23,2020,Agosto,23,domingo,00:00 a 00:59,Guadalajara,Andres Balvaneda,Bartolome Frias,-103.3598,20.62738,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7130,35522,2020-08-24-3901-EHGNR-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Calle 14 Col Zi,-103.3589,20.64593,Colision Con Peaton/Atropellamiento,Conductor,Sin datos,Sin datos,No especificado,No disponible,Ileso
7131,35523,2020-08-24-3901-EHGNR-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,16:00 a 16:59,Guadalajara,Lazaro Cardenas Calz,Calle 14 Col Zi,-103.3589,20.64593,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Sin datos,Hombre,28-37,Fallecido
7132,35526,2020-08-24-3904-EHGNR-18:00 A 19:59,2020-08-24,2020,Agosto,24,lunes,18:00 a 18:59,Zapopan,Carretera A Tesistan,La Cardona,-103.4467,20.76974,Colision Con Objeto Fijo,Conductor,Transporte de Carga,Trailer,No especificado,No disponible,Lesionado
7133,35527,2020-08-24-3904-EHGNR-18:00 A 19:59,2020-08-24,2020,Agosto,24,lunes,18:00 a 18:59,Zapopan,Carretera A Tesistan,La Cardona,-103.4467,20.76974,Colision Con Objeto Fijo,Pasajero,Transporte de Carga,Trailer,No especificado,No disponible,Lesionado
7134,35528,2020-08-24-5-TRANSPORTE PUBLICO-14:00 A 15:59,2020-08-24,2020,Agosto,24,lunes,15:00 a 15:59,Guadalajara,Lazaro Cardenas Calz,Mariano Otero Av,-103.3838,20.65942,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,18-27,Ileso
7135,35529,2020-08-24-5-TRANSPORTE PUBLICO-14:00 A 15:59,2020-08-24,2020,Agosto,24,lunes,15:00 a 15:59,Guadalajara,Lazaro Cardenas Calz,Mariano Otero Av,-103.3838,20.65942,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,No disponible,Lesionado
7136,35530,2020-08-24-5-TRANSPORTE PUBLICO-14:00 A 15:59,2020-08-24,2020,Agosto,24,lunes,15:00 a 15:59,Guadalajara,Lazaro Cardenas Calz,Mariano Otero Av,-103.3838,20.65942,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,18-27,Lesionado
7137,35531,2020-08-24-6-TRANSPORTE PUBLICO-22:00 A 23:59,2020-08-24,2020,Agosto,24,lunes,22:00 a 22:59,Guadalajara,Josefina Rojas,Manuel R Alatorre,-103.2739,20.6475,Colision Con Peaton/Atropellamiento,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,60+,Ileso
7138,35532,2020-08-24-6-TRANSPORTE PUBLICO-22:00 A 23:59,2020-08-24,2020,Agosto,24,lunes,22:00 a 22:59,Guadalajara,Josefina Rojas,Manuel R Alatorre,-103.2739,20.6475,Colision Con Peaton/Atropellamiento,Peatón,Peaton,Transporte Publico,Hombre,0-17,Lesionado
7139,35533,2020-08-24-7-TRANSPORTE PUBLICO-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,17:00 a 17:59,Zapopan,Periferico,Tabachines Av,-103.3617,20.73388,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Publico De Pasajeros,Transporte Publico,Hombre,28-37,Ileso
7140,35534,2020-08-24-7-TRANSPORTE PUBLICO-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,17:00 a 17:59,Zapopan,Periferico,Tabachines Av,-103.3617,20.73388,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7141,35535,2020-08-24-730741-SISCAV-00:00 A 01:59,2020-08-24,2020,Agosto,24,lunes,01:00 a 01:59,Zapopan,Carretera A Tesistan,Santa Monica Zap,-103.4178,20.74871,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
7142,35536,2020-08-24-730741-SISCAV-00:00 A 01:59,2020-08-24,2020,Agosto,24,lunes,01:00 a 01:59,Zapopan,Carretera A Tesistan,Santa Monica Zap,-103.4178,20.74871,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7143,35537,2020-08-24-730741-SISCAV-00:00 A 01:59,2020-08-24,2020,Agosto,24,lunes,01:00 a 01:59,Zapopan,Carretera A Tesistan,Santa Monica Zap,-103.4178,20.74871,Colision Entre Dos o Mas Vehiculos,Pasajero,Motociclista,Motocicleta,Mujer,18-27,Lesionado
7144,35538,2020-08-24-730743-SISCAV-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,16:00 a 16:59,Guadalajara,Francisco Sarabia,Republica,-103.3049,20.6718,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Ileso
7145,35539,2020-08-24-730743-SISCAV-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,16:00 a 16:59,Guadalajara,Francisco Sarabia,Republica,-103.3049,20.6718,Colision Entre Dos o Mas Vehiculos,Pasajero,Motociclista,Motocicleta,Mujer,No disponible,Lesionado
7146,35540,2020-08-24-730743-SISCAV-16:00 A 17:59,2020-08-24,2020,Agosto,24,lunes,16:00 a 16:59,Guadalajara,Francisco Sarabia,Republica,-103.3049,20.6718,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,38-47,Ileso
7147,35541,2020-08-24-730747-SISCAV-22:00 A 23:59,2020-08-24,2020,Agosto,24,lunes,22:00 a 22:59,Guadalajara,Calle 5 Col Zi,Calle 24 Col Zi,-103.3559,20.63554,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7148,35542,2020-08-24-730747-SISCAV-22:00 A 23:59,2020-08-24,2020,Agosto,24,lunes,22:00 a 22:59,Guadalajara,Calle 5 Col Zi,Calle 24 Col Zi,-103.3559,20.63554,Colision Entre Dos o Mas Vehiculos,Pasajero,Motociclista,Motocicleta,Hombre,18-27,Lesionado
7149,35543,2020-08-24-730747-SISCAV-22:00 A 23:59,2020-08-24,2020,Agosto,24,lunes,22:00 a 22:59,Guadalajara,Calle 5 Col Zi,Calle 24 Col Zi,-103.3559,20.63554,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,18-27,Ileso
7150,35544,2020-08-24-730748-SISCAV-04:00 A 05:59,2020-08-24,2020,Agosto,24,lunes,05:00 a 05:59,Guadalajara,Federalismo Calz,Celedonio Padilla,-103.3561,20.70965,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte Empresarial O De Personal,Camioneta De Pasajeros,Hombre,18-27,Ileso
7151,35545,2020-08-24-730748-SISCAV-04:00 A 05:59,2020-08-24,2020,Agosto,24,lunes,05:00 a 05:59,Guadalajara,Federalismo Calz,Celedonio Padilla,-103.3561,20.70965,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,28-37,Lesionado
7152,35546,2020-08-24-730748-SISCAV-04:00 A 05:59,2020-08-24,2020,Agosto,24,lunes,05:00 a 05:59,Guadalajara,Federalismo Calz,Celedonio Padilla,-103.3561,20.70965,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,No especificado,No disponible,Ileso
7153,35547,2020-08-24-730748-SISCAV-04:00 A 05:59,2020-08-24,2020,Agosto,24,lunes,05:00 a 05:59,Guadalajara,Federalismo Calz,Celedonio Padilla,-103.3561,20.70965,Colision Entre Dos o Mas Vehiculos,Pasajero,Vehiculo Particular,Automovil,Mujer,No disponible,Lesionado
7154,35548,2020-08-24-730763-SISCAV-12:00 A 13:59,2020-08-24,2020,Agosto,24,lunes,13:00 a 13:59,Guadalajara,Gobernador Curiel Av,Patria Av,-103.3465,20.62197,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Trailer,No especificado,No disponible,Ileso
7155,35549,2020-08-24-730763-SISCAV-12:00 A 13:59,2020-08-24,2020,Agosto,24,lunes,13:00 a 13:59,Guadalajara,Gobernador Curiel Av,Patria Av,-103.3465,20.62197,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,No especificado,No disponible,Lesionado
7156,35550,2020-08-24-730763-SISCAV-12:00 A 13:59,2020-08-24,2020,Agosto,24,lunes,13:00 a 13:59,Guadalajara,Gobernador Curiel Av,Patria Av,-103.3465,20.62197,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,No especificado,No disponible,Lesionado
7157,35551,2020-08-24-730763-SISCAV-12:00 A 13:59,2020-08-24,2020,Agosto,24,lunes,13:00 a 13:59,Guadalajara,Gobernador Curiel Av,Patria Av,-103.3465,20.62197,Colision Entre Dos o Mas Vehiculos,Pasajero,Transporte de Carga,Camioneta De Carga,No especificado,No disponible,Lesionado
7158,35552,2020-08-25-3907-EHGNR-00:00 A 01:59,2020-08-25,2020,Agosto,25,martes,00:00 a 00:59,Guadalajara,Hacienda Bellavista,Plutarco Elias Calles,-103.2865,20.69965,Colision Entre Dos o Mas Vehiculos,Conductor,Sin datos,Sin datos,No especificado,No disponible,Ileso
7159,35553,2020-08-25-3907-EHGNR-00:00 A 01:59,2020-08-25,2020,Agosto,25,martes,00:00 a 00:59,Guadalajara,Hacienda Bellavista,Plutarco Elias Calles,-103.2865,20.69965,Colision Entre Dos o Mas Vehiculos,Conductor,Sin datos,Sin datos,Hombre,48-59,Ileso
7160,35554,2020-08-25-3907-EHGNR-00:00 A 01:59,2020-08-25,2020,Agosto,25,martes,00:00 a 00:59,Guadalajara,Hacienda Bellavista,Plutarco Elias Calles,-103.2865,20.69965,Colision Entre Dos o Mas Vehiculos,Pasajero,Sin datos,Sin datos,Mujer,38-47,Lesionado
7161,35557,2020-08-25-715258-SISCAV-02:00 A 03:59,2020-08-25,2020,Agosto,25,martes,02:00 a 02:59,Zapopan,Santa Filomena,Santa Margarita,-103.4068,20.73146,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Lesionado
7162,35558,2020-08-25-715258-SISCAV-02:00 A 03:59,2020-08-25,2020,Agosto,25,martes,02:00 a 02:59,Zapopan,Santa Filomena,Santa Margarita,-103.4068,20.73146,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,28-37,Ileso
7163,35559,2020-08-25-715258-SISCAV-02:00 A 03:59,2020-08-25,2020,Agosto,25,martes,02:00 a 02:59,Zapopan,Santa Filomena,Santa Margarita,-103.4068,20.73146,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Automovil,Hombre,38-47,Ileso
7164,35560,2020-08-25-730770-SISCAV-12:00 A 13:59,2020-08-25,2020,Agosto,25,martes,12:00 a 12:59,Zapopan,Libertad Col San Isidro Ejidal,Nuevo Mexico Col San Isidro Ejidal,-103.3981,20.72718,Colision Entre Dos o Mas Vehiculos,Conductor,Vehiculo Particular,Taxi,Hombre,48-59,Ileso
7165,35561,2020-08-25-730770-SISCAV-12:00 A 13:59,2020-08-25,2020,Agosto,25,martes,12:00 a 12:59,Zapopan,Libertad Col San Isidro Ejidal,Nuevo Mexico Col San Isidro Ejidal,-103.3981,20.72718,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,28-37,Lesionado
7166,35562,2020-08-26-15-EHGNR-12:00 A 13:59,2020-08-26,2020,Agosto,26,miércoles,13:00 a 13:59,Zapopan,Enrique Diaz De Leon,Obreros De Cananea,-103.3769,20.73136,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,28-37,Ileso
7167,35563,2020-08-26-15-EHGNR-12:00 A 13:59,2020-08-26,2020,Agosto,26,miércoles,13:00 a 13:59,Zapopan,Enrique Diaz De Leon,Obreros De Cananea,-103.3769,20.73136,Colision Entre Dos o Mas Vehiculos,Conductor,Motociclista,Motocicleta,Hombre,18-27,Fallecido
7168,35564,2020-08-26-3945-EHGNR-10:00 A 11:59,2020-08-26,2020,Agosto,26,miércoles,10:00 a 10:59,Guadalajara,De Las Americas Av,Montevideo Av,-103.3769,20.70551,Colision Entre Dos o Mas Vehiculos,Conductor,Ciclista,Bicicleta,Hombre,18-27,Ileso
7169,35565,2020-08-26-3945-EHGNR-10:00 A 11:59,2020-08-26,2020,Agosto,26,miércoles,10:00 a 10:59,Guadalajara,De Las Americas Av,Montevideo Av,-103.3769,20.70551,Colision Entre Dos o Mas Vehiculos,Conductor,Sin datos,Sin datos,No especificado,No disponible,Lesionado
7170,35568,2020-08-26-730783-SISCAV-14:00 A 15:59,2020-08-26,2020,Agosto,26,miércoles,15:00 a 15:59,Guadalajara,Periferico,Fermin Rivera,-103.3213,20.72108,Colision Entre Dos o Mas Vehiculos,Conductor,Transporte de Carga,Camioneta De Carga,Hombre,38-47,Ileso
